일별,M001_한식,M002_일식/중식/양식,M003_제과/커피/패스트푸드,M004_기타요식,M005_유흥,M006_백화점,M007_할인점/슈퍼마켓,M008_편의점,M009_기타유통,M010_음/식료품,M011_의복/의류,M012_패션/잡화,M013_스포츠/문화/레저,M014_스포츠/문화/레저용품,M015_숙박,M016_여행,M017_미용서비스,M018_화장품,M019_서비스,M020_인테리어,M021_학원,M022_유아교육,M023_교육용품,M024_병원,M025_약국,M026_기타의료,M027_가전/가구,M028_자동차판매,M029_자동차서비스/용품,M030_주유
2020-01-30,3464 ,729 ,2076 ,3244 ,104 ,399 ,5496 ,5587 ,245 ,1183 ,217 ,115 ,1071 ,176 ,93 ,36 ,321 ,126 ,323 ,125 ,169 ,24 ,154 ,1682 ,1574 ,28 ,238 ,10 ,358 ,1884 
2020-01-31,3713 ,789 ,2225 ,3510 ,129 ,452 ,5817 ,5807 ,928 ,1292 ,221 ,116 ,1170 ,187 ,106 ,35 ,341 ,127 ,343 ,126 ,185 ,21 ,151 ,1758 ,1749 ,29 ,265 ,10 ,372 ,2020 
2020-02-01,3546 ,824 ,2272 ,3519 ,185 ,606 ,6472 ,5263 ,221 ,1368 ,295 ,141 ,1485 ,263 ,166 ,30 ,512 ,122 ,303 ,111 ,127 ,6 ,143 ,1178 ,1326 ,19 ,229 ,4 ,361 ,1906 
2020-02-02,2833 ,697 ,1991 ,2871 ,143 ,539 ,5711 ,4694 ,225 ,1006 ,230 ,99 ,1327 ,213 ,139 ,32 ,403 ,83 ,159 ,36 ,64 ,4 ,103 ,135 ,363 ,8 ,174 ,0 ,179 ,1596 
2020-02-03,3089 ,574 ,1935 ,2778 ,77 ,299 ,5394 ,5252 ,424 ,1232 ,161 ,93 ,1016 ,145 ,83 ,30 ,266 ,101 ,345 ,131 ,260 ,59 ,151 ,1885 ,1844 ,27 ,308 ,10 ,338 ,1859 
2020-02-04,3187 ,644 ,1916 ,2926 ,89 ,321 ,5246 ,5269 ,266 ,1207 ,160 ,88 ,974 ,145 ,86 ,24 ,241 ,102 ,283 ,115 ,203 ,33 ,144 ,1575 ,1429 ,22 ,240 ,9 ,316 ,1825 
2020-02-05,3184 ,652 ,1895 ,2880 ,87 ,330 ,5198 ,5128 ,662 ,1186 ,154 ,89 ,968 ,144 ,84 ,26 ,263 ,101 ,666 ,109 ,167 ,21 ,149 ,1409 ,1285 ,21 ,275 ,9 ,309 ,1839 
2020-02-06,3181 ,669 ,1910 ,2937 ,92 ,333 ,5404 ,5180 ,531 ,1249 ,158 ,92 ,970 ,156 ,84 ,25 ,271 ,100 ,268 ,112 ,138 ,14 ,141 ,1386 ,1304 ,19 ,222 ,9 ,317 ,1869 
2020-02-07,3442 ,750 ,2088 ,3302 ,123 ,391 ,6005 ,5485 ,225 ,1526 ,174 ,99 ,1096 ,171 ,94 ,24 ,312 ,108 ,282 ,117 ,131 ,10 ,144 ,1530 ,1413 ,22 ,236 ,10 ,338 ,1968 
2020-02-08,3363 ,800 ,2245 ,3445 ,186 ,562 ,6654 ,5166 ,201 ,1542 ,261 ,133 ,1460 ,254 ,158 ,25 ,497 ,120 ,280 ,108 ,85 ,1 ,142 ,1079 ,1113 ,16 ,233 ,4 ,348 ,1979 
2020-02-09,2890 ,729 ,2050 ,2992 ,148 ,578 ,4651 ,4782 ,226 ,1130 ,227 ,97 ,1367 ,218 ,140 ,29 ,405 ,83 ,151 ,38 ,42 ,1 ,108 ,116 ,258 ,7 ,181 ,0 ,183 ,1641 
2020-02-10,3210 ,626 ,1982 ,2961 ,90 ,113 ,5676 ,5384 ,406 ,1284 ,179 ,102 ,1072 ,164 ,88 ,25 ,296 ,112 ,1199 ,167 ,147 ,12 ,164 ,1797 ,1557 ,23 ,1158 ,11 ,339 ,1836 
2020-02-11,3349 ,701 ,2029 ,3182 ,106 ,400 ,5633 ,5562 ,576 ,1287 ,191 ,102 ,1076 ,174 ,87 ,24 ,275 ,112 ,288 ,124 ,128 ,9 ,158 ,1535 ,1264 ,21 ,231 ,9 ,324 ,1799 
2020-02-12,3259 ,705 ,1897 ,2974 ,111 ,400 ,5012 ,5334 ,280 ,1165 ,158 ,86 ,1034 ,147 ,85 ,23 ,290 ,95 ,276 ,104 ,108 ,6 ,137 ,1367 ,1061 ,21 ,219 ,9 ,296 ,1593 
2020-02-13,3461 ,749 ,2119 ,3302 ,113 ,473 ,6027 ,5781 ,255 ,1355 ,216 ,108 ,1103 ,192 ,90 ,24 ,326 ,127 ,291 ,124 ,106 ,115 ,175 ,1433 ,1168 ,22 ,239 ,9 ,324 ,1851 
2020-02-14,3814 ,863 ,2320 ,3752 ,148 ,582 ,6340 ,6388 ,238 ,1493 ,248 ,122 ,1239 ,239 ,112 ,26 ,378 ,139 ,296 ,130 ,107 ,87 ,171 ,1554 ,1224 ,23 ,253 ,10 ,358 ,1975 
2020-02-15,3824 ,907 ,2324 ,3834 ,219 ,754 ,6812 ,5667 ,287 ,1595 ,353 ,154 ,1617 ,306 ,181 ,26 ,560 ,140 ,300 ,118 ,68 ,10 ,155 ,1079 ,970 ,17 ,257 ,4 ,362 ,1968 
2020-02-16,2942 ,747 ,1967 ,2945 ,159 ,680 ,5771 ,4575 ,280 ,1049 ,244 ,92 ,1413 ,202 ,156 ,29 ,432 ,81 ,156 ,34 ,33 ,9 ,95 ,108 ,224 ,8 ,192 ,0 ,170 ,1517 
2020-02-17,3111 ,592 ,1873 ,2772 ,84 ,352 ,5276 ,5107 ,284 ,1194 ,152 ,88 ,1039 ,133 ,95 ,27 ,281 ,98 ,758 ,116 ,120 ,295 ,135 ,1673 ,1285 ,22 ,584 ,9 ,295 ,1739 
2020-02-18,3337 ,687 ,2006 ,3101 ,97 ,386 ,5583 ,5299 ,524 ,1299 ,180 ,96 ,1059 ,162 ,92 ,24 ,279 ,107 ,280 ,119 ,120 ,209 ,149 ,1506 ,1179 ,21 ,230 ,10 ,327 ,1876 
2020-02-19,3397 ,723 ,2030 ,3207 ,103 ,382 ,5685 ,5477 ,338 ,1357 ,195 ,102 ,1072 ,172 ,94 ,23 ,317 ,113 ,308 ,124 ,109 ,136 ,149 ,1427 ,1222 ,21 ,216 ,10 ,338 ,1888 
2020-02-20,3378 ,728 ,2065 ,3222 ,104 ,368 ,5751 ,5609 ,471 ,1386 ,196 ,101 ,1067 ,185 ,93 ,24 ,309 ,114 ,659 ,132 ,105 ,92 ,205 ,1385 ,1296 ,22 ,547 ,10 ,326 ,1845 
2020-02-21,3406 ,745 ,2055 ,3317 ,123 ,381 ,6235 ,5805 ,259 ,1506 ,184 ,97 ,1077 ,188 ,100 ,25 ,319 ,113 ,281 ,129 ,98 ,65 ,141 ,1457 ,1507 ,22 ,204 ,9 ,327 ,1853 
2020-02-22,3005 ,724 ,2100 ,3060 ,166 ,469 ,7245 ,5140 ,263 ,1637 ,217 ,107 ,1267 ,221 ,146 ,23 ,443 ,106 ,279 ,114 ,62 ,9 ,125 ,967 ,1212 ,16 ,175 ,4 ,304 ,1785 
2020-02-23,2360 ,612 ,1866 ,2501 ,117 ,388 ,5137 ,4707 ,280 ,1247 ,163 ,69 ,1104 ,177 ,119 ,26 ,312 ,75 ,132 ,37 ,32 ,7 ,89 ,100 ,298 ,6 ,125 ,0 ,148 ,1473 
2020-02-24,2575 ,497 ,1792 ,2444 ,63 ,214 ,6679 ,5263 ,462 ,1469 ,117 ,77 ,814 ,129 ,67 ,19 ,203 ,90 ,286 ,228 ,67 ,45 ,126 ,1514 ,1872 ,25 ,179 ,10 ,284 ,1664 
2020-02-25,2444 ,519 ,1675 ,2312 ,71 ,216 ,5780 ,4865 ,509 ,1248 ,94 ,62 ,770 ,104 ,59 ,17 ,162 ,77 ,1093 ,127 ,48 ,31 ,104 ,1168 ,1342 ,23 ,239 ,8 ,233 ,1417 
2020-02-26,2578 ,551 ,1826 ,2534 ,71 ,228 ,5961 ,5129 ,831 ,1433 ,121 ,75 ,808 ,131 ,60 ,14 ,206 ,90 ,281 ,128 ,46 ,21 ,125 ,1138 ,1336 ,23 ,201 ,9 ,268 ,1633 
2020-02-27,2574 ,555 ,1821 ,2553 ,73 ,227 ,5984 ,5084 ,730 ,1381 ,124 ,76 ,802 ,133 ,63 ,14 ,204 ,92 ,253 ,127 ,44 ,15 ,123 ,1102 ,1297 ,22 ,173 ,9 ,263 ,1618 
2020-02-28,2624 ,562 ,1780 ,2553 ,94 ,250 ,5812 ,5034 ,247 ,1345 ,104 ,68 ,824 ,121 ,68 ,14 ,208 ,85 ,287 ,114 ,53 ,0 ,106 ,1159 ,1289 ,23 ,181 ,6 ,252 ,1573 
2020-02-29,2562 ,598 ,2004 ,2701 ,123 ,355 ,7115 ,4842 ,261 ,1691 ,177 ,98 ,1064 ,210 ,101 ,11 ,348 ,90 ,252 ,123 ,47 ,0 ,111 ,823 ,1149 ,15 ,166 ,4 ,270 ,1696 
2020-03-01,2024 ,510 ,1773 ,2151 ,102 ,304 ,5899 ,4251 ,349 ,1101 ,128 ,64 ,981 ,155 ,88 ,13 ,257 ,54 ,119 ,38 ,26 ,0 ,70 ,75 ,290 ,2 ,118 ,0 ,109 ,1308 
2020-03-02,2492 ,472 ,1858 ,2360 ,63 ,182 ,5920 ,4936 ,1166 ,1376 ,120 ,80 ,840 ,133 ,54 ,12 ,213 ,86 ,298 ,145 ,99 ,35 ,140 ,1381 ,1652 ,21 ,288 ,11 ,292 ,1670 
2020-03-03,2612 ,516 ,1851 ,2470 ,74 ,244 ,5870 ,4970 ,314 ,1419 ,118 ,75 ,832 ,131 ,58 ,10 ,193 ,79 ,260 ,134 ,86 ,31 ,133 ,1166 ,1280 ,18 ,201 ,13 ,266 ,1615 
2020-03-04,2579 ,541 ,1787 ,2451 ,76 ,245 ,5561 ,4842 ,320 ,1288 ,117 ,73 ,832 ,125 ,59 ,11 ,221 ,75 ,268 ,128 ,78 ,18 ,128 ,1084 ,1172 ,17 ,175 ,11 ,258 ,1613 
2020-03-05,2638 ,557 ,1838 ,2563 ,70 ,252 ,5644 ,4926 ,653 ,1329 ,125 ,76 ,828 ,139 ,60 ,11 ,229 ,82 ,615 ,131 ,71 ,13 ,140 ,1081 ,1201 ,18 ,216 ,11 ,263 ,1657 
2020-03-06,2893 ,627 ,1981 ,2880 ,90 ,300 ,6075 ,5223 ,518 ,1496 ,145 ,83 ,908 ,163 ,68 ,14 ,265 ,87 ,261 ,132 ,74 ,7 ,132 ,1215 ,1554 ,19 ,182 ,10 ,287 ,1763 
2020-03-07,2799 ,659 ,2067 ,2885 ,128 ,430 ,6912 ,4870 ,230 ,1662 ,211 ,103 ,1110 ,234 ,108 ,12 ,404 ,90 ,247 ,120 ,62 ,1 ,118 ,850 ,1239 ,13 ,175 ,4 ,278 ,1665 
2020-03-08,2447 ,615 ,1964 ,2627 ,102 ,440 ,4989 ,4719 ,238 ,1316 ,197 ,80 ,1049 ,226 ,94 ,14 ,313 ,67 ,124 ,45 ,37 ,0 ,90 ,75 ,285 ,4 ,134 ,0 ,152 ,1463 
2020-03-09,2609 ,501 ,1844 ,2495 ,66 ,239 ,5878 ,5074 ,264 ,1354 ,135 ,81 ,852 ,146 ,56 ,11 ,232 ,86 ,324 ,143 ,103 ,7 ,141 ,1394 ,1807 ,18 ,256 ,14 ,285 ,1607 
2020-03-10,2588 ,537 ,1734 ,2400 ,76 ,232 ,5360 ,4799 ,383 ,1206 ,112 ,68 ,783 ,119 ,57 ,8 ,199 ,76 ,1150 ,144 ,82 ,6 ,123 ,1149 ,1522 ,16 ,1068 ,10 ,246 ,1456 
2020-03-11,2782 ,592 ,1935 ,2726 ,74 ,270 ,5657 ,5111 ,748 ,1409 ,146 ,85 ,857 ,157 ,62 ,8 ,258 ,96 ,299 ,136 ,73 ,4 ,144 ,1129 ,1601 ,18 ,191 ,11 ,286 ,1727 
2020-03-12,2772 ,595 ,1926 ,2746 ,75 ,271 ,5864 ,5194 ,304 ,1393 ,153 ,84 ,834 ,164 ,62 ,7 ,254 ,92 ,277 ,133 ,63 ,3 ,140 ,1109 ,1588 ,18 ,179 ,11 ,277 ,1698 
2020-03-13,3000 ,647 ,2063 ,2998 ,90 ,342 ,6220 ,5452 ,264 ,1520 ,165 ,89 ,887 ,197 ,73 ,11 ,292 ,97 ,284 ,136 ,63 ,44 ,143 ,1242 ,1633 ,18 ,179 ,11 ,297 ,1798 
2020-03-14,3062 ,731 ,2271 ,3151 ,128 ,534 ,7176 ,5312 ,264 ,1770 ,253 ,118 ,1108 ,336 ,117 ,11 ,447 ,108 ,312 ,130 ,55 ,6 ,135 ,872 ,1584 ,12 ,189 ,4 ,309 ,1850 
2020-03-15,2431 ,603 ,1823 ,2469 ,103 ,455 ,5918 ,4325 ,301 ,1155 ,191 ,73 ,993 ,214 ,100 ,13 ,335 ,65 ,125 ,41 ,30 ,4 ,84 ,76 ,367 ,3 ,141 ,0 ,142 ,1475 
2020-03-16,2682 ,503 ,1845 ,2498 ,61 ,183 ,5799 ,4974 ,312 ,1377 ,138 ,80 ,838 ,158 ,59 ,10 ,255 ,84 ,760 ,148 ,82 ,169 ,146 ,1440 ,1803 ,19 ,535 ,13 ,301 ,1715 
2020-03-17,2758 ,554 ,1863 ,2640 ,72 ,262 ,5706 ,5058 ,275 ,1357 ,140 ,78 ,814 ,156 ,61 ,8 ,228 ,82 ,287 ,136 ,75 ,248 ,141 ,1229 ,1576 ,18 ,179 ,11 ,277 ,1656 
2020-03-18,2876 ,613 ,1940 ,2862 ,77 ,279 ,5869 ,5296 ,588 ,1422 ,163 ,87 ,843 ,182 ,63 ,10 ,273 ,88 ,292 ,138 ,74 ,118 ,145 ,1168 ,1577 ,17 ,190 ,11 ,298 ,1694 
2020-03-19,2693 ,570 ,1788 ,2573 ,73 ,254 ,5401 ,4990 ,309 ,1266 ,131 ,71 ,779 ,137 ,62 ,9 ,249 ,74 ,242 ,127 ,63 ,111 ,123 ,1107 ,1528 ,17 ,178 ,10 ,262 ,1600 
2020-03-20,3139 ,677 ,2089 ,3147 ,95 ,342 ,6296 ,5448 ,461 ,1594 ,183 ,93 ,911 ,204 ,72 ,11 ,311 ,95 ,667 ,146 ,69 ,69 ,187 ,1298 ,1688 ,19 ,541 ,11 ,314 ,1864 
2020-03-21,3244 ,755 ,2254 ,3391 ,140 ,524 ,7299 ,5391 ,259 ,1836 ,294 ,123 ,1105 ,331 ,119 ,10 ,456 ,98 ,298 ,142 ,56 ,9 ,128 ,899 ,1726 ,15 ,195 ,6 ,324 ,1872 
2020-03-22,2725 ,662 ,2033 ,2892 ,111 ,514 ,5079 ,4933 ,275 ,1396 ,253 ,86 ,1000 ,288 ,102 ,11 ,336 ,70 ,131 ,51 ,29 ,7 ,91 ,77 ,449 ,3 ,143 ,1 ,175 ,1562 
2020-03-23,2738 ,524 ,1898 ,2652 ,57 ,251 ,6073 ,5238 ,393 ,1422 ,163 ,82 ,804 ,185 ,60 ,10 ,254 ,87 ,334 ,249 ,84 ,50 ,143 ,1459 ,1859 ,20 ,206 ,11 ,308 ,1690 
2020-03-24,2838 ,587 ,1947 ,2820 ,58 ,266 ,5892 ,5297 ,350 ,1424 ,171 ,81 ,779 ,187 ,60 ,10 ,226 ,83 ,296 ,144 ,77 ,30 ,141 ,1243 ,1630 ,21 ,196 ,11 ,291 ,1660 
2020-03-25,2979 ,632 ,2006 ,2979 ,60 ,289 ,5883 ,5471 ,560 ,1474 ,190 ,89 ,784 ,198 ,63 ,10 ,267 ,122 ,1203 ,164 ,80 ,23 ,141 ,1172 ,1610 ,21 ,284 ,11 ,299 ,1662 
2020-03-26,2849 ,604 ,1880 ,2779 ,60 ,286 ,5728 ,5269 ,805 ,1364 ,168 ,78 ,748 ,174 ,60 ,8 ,252 ,105 ,279 ,129 ,76 ,16 ,128 ,1154 ,1558 ,22 ,230 ,10 ,276 ,1549 
2020-03-27,3116 ,686 ,2094 ,3122 ,71 ,366 ,6322 ,5423 ,693 ,1557 ,197 ,92 ,839 ,203 ,68 ,8 ,308 ,113 ,295 ,138 ,81 ,12 ,136 ,1318 ,1668 ,22 ,209 ,11 ,316 ,1706 
2020-03-28,3211 ,758 ,2267 ,3278 ,103 ,551 ,7259 ,5144 ,249 ,1814 ,300 ,119 ,1050 ,330 ,110 ,8 ,443 ,121 ,360 ,139 ,67 ,1 ,127 ,900 ,1756 ,14 ,204 ,5 ,318 ,1839 
2020-03-29,2698 ,673 ,2033 ,2834 ,82 ,495 ,6336 ,4726 ,258 ,1302 ,256 ,83 ,953 ,287 ,96 ,10 ,333 ,66 ,140 ,50 ,35 ,1 ,88 ,80 ,451 ,3 ,155 ,0 ,169 ,1562 
2020-03-30,2843 ,544 ,1943 ,2746 ,49 ,269 ,5951 ,5292 ,285 ,1437 ,172 ,89 ,780 ,193 ,57 ,8 ,257 ,93 ,335 ,158 ,99 ,12 ,139 ,1499 ,1878 ,24 ,207 ,14 ,318 ,1704 
2020-03-31,2984 ,617 ,2065 ,2955 ,57 ,297 ,5965 ,5425 ,938 ,1439 ,181 ,89 ,777 ,200 ,60 ,9 ,236 ,95 ,315 ,147 ,102 ,11 ,136 ,1264 ,1655 ,21 ,220 ,12 ,312 ,1689 
2020-04-01,2986 ,635 ,2022 ,2916 ,59 ,291 ,5822 ,5355 ,447 ,1419 ,187 ,88 ,797 ,198 ,61 ,8 ,276 ,83 ,326 ,142 ,121 ,7 ,140 ,1197 ,1602 ,19 ,336 ,11 ,309 ,1690 
2020-04-02,3006 ,639 ,2022 ,2964 ,59 ,300 ,5871 ,5388 ,566 ,1448 ,190 ,87 ,790 ,207 ,63 ,8 ,275 ,82 ,283 ,143 ,111 ,6 ,138 ,1180 ,1594 ,18 ,225 ,11 ,310 ,1730 
2020-04-03,3277 ,710 ,2184 ,3323 ,72 ,389 ,6343 ,5657 ,335 ,1617 ,212 ,97 ,867 ,238 ,71 ,8 ,310 ,90 ,285 ,149 ,106 ,6 ,138 ,1336 ,1678 ,19 ,221 ,11 ,329 ,1896 
2020-04-04,3336 ,778 ,2304 ,3444 ,105 ,585 ,7230 ,5239 ,263 ,1856 ,319 ,123 ,1044 ,360 ,115 ,8 ,435 ,93 ,288 ,149 ,86 ,0 ,126 ,925 ,1834 ,15 ,221 ,8 ,331 ,1948 
2020-04-05,2746 ,664 ,2042 ,2869 ,82 ,541 ,6302 ,4706 ,273 ,1304 ,262 ,85 ,942 ,305 ,97 ,10 ,316 ,65 ,130 ,51 ,48 ,0 ,87 ,81 ,430 ,3 ,165 ,0 ,166 ,1625 
2020-04-06,2818 ,533 ,1941 ,2713 ,57 ,281 ,5887 ,5287 ,724 ,1419 ,172 ,84 ,787 ,189 ,56 ,9 ,245 ,86 ,698 ,161 ,131 ,6 ,151 ,1515 ,1863 ,19 ,241 ,14 ,316 ,1705 
2020-04-07,2930 ,600 ,1997 ,2913 ,68 ,302 ,5854 ,5389 ,272 ,1414 ,176 ,84 ,768 ,194 ,60 ,8 ,226 ,89 ,292 ,147 ,113 ,5 ,139 ,1302 ,1634 ,18 ,206 ,12 ,298 ,1658 
2020-04-08,3008 ,634 ,2021 ,2949 ,70 ,317 ,5681 ,5387 ,611 ,1439 ,184 ,86 ,778 ,198 ,61 ,8 ,260 ,91 ,311 ,147 ,99 ,2 ,144 ,1226 ,1547 ,17 ,271 ,11 ,297 ,1657 
2020-04-09,3000 ,636 ,2005 ,2958 ,65 ,316 ,5853 ,5366 ,262 ,1418 ,186 ,83 ,776 ,197 ,63 ,8 ,260 ,87 ,271 ,142 ,88 ,1 ,139 ,1200 ,1523 ,18 ,206 ,10 ,298 ,1685 
2020-04-10,3343 ,723 ,2212 ,3355 ,84 ,404 ,6290 ,5684 ,378 ,1603 ,212 ,96 ,878 ,230 ,72 ,8 ,302 ,97 ,1201 ,186 ,87 ,1 ,146 ,1365 ,1617 ,19 ,1145 ,11 ,321 ,1821 
2020-04-11,3432 ,811 ,2382 ,3558 ,124 ,631 ,7403 ,5373 ,651 ,1856 ,336 ,131 ,1085 ,361 ,116 ,9 ,441 ,106 ,295 ,144 ,69 ,0 ,130 ,946 ,1887 ,15 ,221 ,5 ,324 ,1837 
2020-04-12,2714 ,682 ,2012 ,2837 ,97 ,612 ,4979 ,4709 ,283 ,1320 ,273 ,83 ,986 ,283 ,100 ,10 ,322 ,66 ,126 ,51 ,39 ,0 ,91 ,81 ,381 ,3 ,160 ,0 ,153 ,1469 
2020-04-13,2921 ,568 ,1987 ,2840 ,57 ,305 ,6125 ,5398 ,312 ,1509 ,194 ,92 ,807 ,204 ,59 ,8 ,255 ,87 ,316 ,157 ,100 ,47 ,149 ,1579 ,1769 ,21 ,219 ,14 ,320 ,1724 
2020-04-14,3279 ,724 ,2156 ,3332 ,84 ,343 ,6182 ,5736 ,280 ,1601 ,227 ,97 ,864 ,233 ,68 ,10 ,250 ,92 ,285 ,152 ,94 ,50 ,152 ,1416 ,1586 ,19 ,221 ,14 ,325 ,1722 
2020-04-15,3405 ,816 ,2370 ,3560 ,103 ,564 ,6867 ,5450 ,345 ,1691 ,358 ,126 ,1041 ,365 ,88 ,9 ,367 ,92 ,257 ,129 ,47 ,7 ,143 ,448 ,1266 ,9 ,198 ,5 ,263 ,1628 
2020-04-16,3057 ,646 ,2043 ,3101 ,69 ,328 ,5819 ,5633 ,598 ,1489 ,220 ,94 ,813 ,216 ,62 ,9 ,278 ,95 ,780 ,155 ,88 ,104 ,159 ,1392 ,1475 ,19 ,537 ,11 ,309 ,1636 
2020-04-17,3230 ,700 ,2011 ,3127 ,94 ,392 ,5898 ,5506 ,265 ,1518 ,189 ,86 ,825 ,194 ,73 ,9 ,293 ,88 ,287 ,129 ,89 ,195 ,136 ,1395 ,1385 ,19 ,222 ,11 ,308 ,1616 
2020-04-18,3622 ,856 ,2464 ,3859 ,135 ,683 ,7419 ,5666 ,281 ,2002 ,410 ,149 ,1164 ,427 ,118 ,10 ,458 ,117 ,319 ,155 ,69 ,21 ,155 ,987 ,1721 ,14 ,231 ,9 ,355 ,1889 
2020-04-19,2667 ,663 ,1851 ,2680 ,109 ,608 ,5739 ,4508 ,288 ,1144 ,255 ,76 ,980 ,258 ,102 ,11 ,318 ,53 ,122 ,43 ,37 ,15 ,84 ,84 ,357 ,6 ,165 ,0 ,138 ,1358 
2020-04-20,2956 ,560 ,1927 ,2734 ,70 ,301 ,5852 ,5324 ,473 ,1481 ,180 ,88 ,807 ,182 ,59 ,8 ,257 ,84 ,722 ,160 ,119 ,165 ,210 ,1600 ,1670 ,20 ,553 ,13 ,313 ,1672 
2020-04-21,3091 ,636 ,1990 ,2929 ,81 ,330 ,5642 ,5230 ,268 ,1426 ,189 ,83 ,792 ,186 ,67 ,8 ,241 ,82 ,283 ,144 ,103 ,95 ,156 ,1390 ,1464 ,20 ,213 ,11 ,312 ,1697 
2020-04-22,3130 ,655 ,1958 ,2922 ,81 ,344 ,5539 ,5212 ,295 ,1435 ,180 ,86 ,783 ,180 ,68 ,9 ,280 ,85 ,305 ,238 ,96 ,59 ,150 ,1281 ,1365 ,19 ,209 ,11 ,310 ,1696 
2020-04-23,3183 ,681 ,2026 ,3071 ,86 ,348 ,5804 ,5345 ,334 ,1484 ,201 ,93 ,806 ,201 ,70 ,8 ,289 ,101 ,278 ,144 ,94 ,41 ,150 ,1299 ,1419 ,21 ,215 ,11 ,321 ,1790 
2020-04-24,3512 ,779 ,2205 ,3484 ,116 ,448 ,6200 ,5665 ,291 ,1649 ,239 ,105 ,915 ,236 ,78 ,11 ,338 ,112 ,285 ,151 ,105 ,32 ,152 ,1454 ,1523 ,21 ,226 ,11 ,349 ,1907 
2020-04-25,3650 ,875 ,2415 ,3821 ,173 ,710 ,7374 ,5531 ,264 ,1916 ,404 ,148 ,1193 ,401 ,129 ,11 ,498 ,125 ,318 ,155 ,83 ,5 ,150 ,1010 ,1880 ,16 ,241 ,8 ,370 ,1958 
2020-04-26,3175 ,792 ,2208 ,3355 ,137 ,704 ,5172 ,5188 ,253 ,1481 ,360 ,106 ,1117 ,384 ,114 ,16 ,368 ,77 ,143 ,60 ,48 ,4 ,113 ,89 ,424 ,4 ,177 ,1 ,221 ,1664 
2020-04-27,3071 ,588 ,1993 ,2928 ,77 ,330 ,5933 ,5478 ,1098 ,1466 ,211 ,98 ,831 ,214 ,69 ,12 ,278 ,101 ,1189 ,198 ,137 ,24 ,154 ,1696 ,1891 ,27 ,291 ,15 ,349 ,1709 
2020-04-28,3242 ,679 ,2081 ,3218 ,90 ,367 ,5824 ,5658 ,579 ,1496 ,236 ,103 ,835 ,235 ,70 ,10 ,272 ,103 ,320 ,159 ,137 ,16 ,156 ,1506 ,1660 ,26 ,228 ,14 ,354 ,1752 
2020-04-29,3540 ,760 ,2233 ,3599 ,111 ,425 ,6367 ,5990 ,238 ,1646 ,278 ,116 ,924 ,277 ,79 ,12 ,329 ,115 ,362 ,166 ,144 ,15 ,155 ,1534 ,1664 ,26 ,248 ,11 ,383 ,1952 
2020-04-30,3711 ,853 ,2312 ,3986 ,159 ,773 ,6932 ,5804 ,268 ,1828 ,459 ,137 ,1236 ,476 ,149 ,18 ,398 ,95 ,206 ,139 ,62 ,2 ,133 ,176 ,778 ,10 ,226 ,4 ,316 ,1986 
2020-05-01,3748 ,823 ,2365 ,4052 ,139 ,739 ,6998 ,6006 ,393 ,1925 ,462 ,147 ,1278 ,482 ,162 ,17 ,435 ,106 ,284 ,156 ,138 ,1 ,142 ,1139 ,1405 ,17 ,242 ,6 ,359 ,1946 
2020-05-02,3685 ,815 ,2363 ,4003 ,160 ,760 ,7196 ,5863 ,369 ,1892 ,460 ,143 ,1269 ,501 ,168 ,19 ,425 ,98 ,286 ,143 ,105 ,0 ,138 ,906 ,1693 ,16 ,243 ,6 ,339 ,1891 
2020-05-03,3131 ,740 ,2143 ,3446 ,141 ,765 ,6458 ,5327 ,399 ,1371 ,410 ,104 ,1162 ,436 ,144 ,22 ,331 ,73 ,155 ,53 ,62 ,1 ,102 ,89 ,425 ,7 ,199 ,0 ,208 ,1614 
2020-05-04,3524 ,710 ,2253 ,3621 ,112 ,602 ,6627 ,5950 ,1196 ,1619 ,400 ,130 ,1153 ,405 ,108 ,18 ,358 ,104 ,412 ,189 ,186 ,9 ,173 ,1904 ,1910 ,23 ,369 ,13 ,470 ,1883 
2020-05-05,3393 ,833 ,2163 ,3438 ,137 ,877 ,6546 ,5014 ,408 ,1457 ,464 ,125 ,1240 ,562 ,118 ,20 ,304 ,88 ,205 ,111 ,53 ,1 ,160 ,141 ,603 ,9 ,242 ,3 ,267 ,1652 
2020-05-06,3142 ,633 ,2016 ,3163 ,83 ,429 ,5835 ,5844 ,825 ,1432 ,299 ,110 ,889 ,294 ,72 ,13 ,312 ,100 ,792 ,171 ,188 ,9 ,177 ,1646 ,1636 ,23 ,291 ,15 ,378 ,1801 
2020-05-07,3306 ,685 ,2095 ,3285 ,94 ,477 ,5859 ,5932 ,696 ,1469 ,305 ,112 ,839 ,558 ,71 ,11 ,296 ,101 ,340 ,154 ,160 ,6 ,188 ,1461 ,1488 ,21 ,257 ,15 ,367 ,1796 
2020-05-08,3773 ,778 ,2273 ,3517 ,101 ,556 ,6042 ,6026 ,308 ,1615 ,297 ,118 ,842 ,700 ,73 ,11 ,303 ,98 ,302 ,149 ,125 ,6 ,179 ,1503 ,1496 ,21 ,328 ,12 ,361 ,1911 
2020-05-09,3323 ,744 ,2098 ,3218 ,158 ,710 ,6420 ,4930 ,290 ,1464 ,330 ,114 ,1106 ,355 ,122 ,9 ,417 ,85 ,258 ,104 ,86 ,0 ,110 ,1032 ,1717 ,16 ,228 ,4 ,305 ,1639 
