,시설명,전체주소
5579,보광신동아,서울시용산구 보광동 448
5580,삼성리버스위트 아파트,서울시용산구 이촌동 426
5581,후암미주(아),서울시용산구 후암동423-1 (4동)
5582,한남리버탑,서울시용산구 한남동 802
5583,리버힐삼성 임대아파트,서울시용산구 산천동 6
5584,삼각지,서울시용산구 용산동 3가 1-6
5585,서빙고할아버지,서울시용산구 서빙고동 195-10
5586,청파1,서울시용산구 청파 1가 3-59
5587,원효로,서울시용산구 원효로 3가 1-139
5588,새 말,서울시용산구 후암동 400-39
5589,보광제3,서울시용산구 보광동 242-4
5590,한남동제1,서울시용산구 한남동 257-9
5591,용산2가,서울시용산구 용산 2가 25
5592,동 자,서울시용산구 동자동 24-11
5593,삼성리버힐 아파트,서울시용산구 산천동 193
5594,이태원1동,서울시용산구 이태원동 116-11
5595,신 흥,서울시용산구 용산 2가 5-176
5596,효창제2,서울시용산구 효창동 5-75
5597,행 응,서울시성동구 행당동 341-45
5598,금호롯데캐슬(아),서울시성동구 금호동4가 1250
5599,금강,서울시성동구 금호동4가 1168-1
5600,금호브라운스톤(아),서울시성동구 금호동4가 1507
5601,인왕산정경로당,서울시종로구 옥인동 186
5602,구기할아버지경로당,서울시종로구 구기동 110-4
5603,행촌경로당,서울시종로구 행촌동 210-33
5604,운니경로당,서울시종로구 운니동 60
5605,종로6가경로당,서울시종로구 종로6가 160
5606,창일경로당,서울시종로구 창신동 328-30
5607,당고개경로당,서울시종로구 창신동197-17
5608,흥인경로당,서울시종로구 숭인동 382
5609,동원경로당,서울시종로구 숭인2동 546
5610,청운경로당,서울시종로구 신교동 6-27
5611,삼청경로당,서울시종로구 팔판동 119
5612,구기할머니경로당,서울시종로구 구기동 110-30
5613,금강경로당,서울시종로구 평창동 64-3
5614,서부가정봉사원파견센터,서울시  서울특별시 서대문구 홍제동 356-20
5615,중앙실버홈,서울시  서울특별시 서대문구 합동 31-11
5616,송파노인복지센터,서울시  서울특별시 송파구 송파동 13-15 2층
5617,중랑노인전문요양원 병설 데이케어센터,서울시중랑구 망우본동 227
5618,중랑데이케어센터,서울시  면목2동 178-8(중랑노인종합복지관)
5619,실버벨리요양원,서울시광진구 자양동 657-1
5620,혜민실버타운,서울시광진구 자양동 627-15
5621,도봉하루요양원,서울시도봉구 쌍문동 557번지 춘광빌딩 5
5622,참빛요양원,서울시도봉구 쌍문동 707번지 7호
5623,(주)도봉늘푸른요양원,서울시도봉구 도봉동 572번지 10호
5624,기념비노인요양센터,서울시도봉구 도봉동 343번지 6호
5625,미소지움요양원,서울시동대문구 답시빌동1-548창승빌딩3층
5626,은나무요양원,서울시동대문구 답십리동 2-43 일신빌딩3층
5627,효림요양센터,서울시 동대문구 동대문구제기동900-1.4층
5628,효림요양노인센터,서울시 동대문구 동대문구제기동900-1.3층
5629,다우리노인요양공동생활가정,서울시동작구 사당동 449-42
5630,강일6단지,서울시  강일동684
5631,정성노인요양원,서울시동작구 신대방동 344-16
5632,정성요양원,서울시동작구 신대방동 344-16
5633,실버홈애린,서울시마포구 성산동617-3
5634,수지사랑수지침봉사단,서울시강동구 천호동 453-10 풍원빌딩 302호
5635,은혜노인요양센터,서울시마포구 연남동 225-46
5636,수효노인요양시설,서울시서대문구 충정로3가 1-38
5637,효드림노인복지센터,서울시서대문구 북가좌동306-19 
5638,한국연예인한마음회,서울시강남구 논현2동 220-8 해성빌딩
5639,사 랑 터,서울시종로구 동숭동 2-9 대보스위트빌 A동 제102호
5640,보듬나이,서울시서초구 양재동 81-17
5641,보사데이케어센터,서울시마포구 서교동464-43
5642,가족사랑노인요양센터,서울시강북구 송중동 8-328 4층
5643,행복한 노인복지센터,서울시강북구 인수동 47-52 2층
5644,실버캐슬요양타운,서울시양천구 신월7동 982-5
5645,마포재가데이케어센터,서울시마포구 공덕동 26-12
5646,불광데이케어센터,서울시은평구 불광동 339-13
5647,평화행복한데이케어센터,서울시노원구 중계동 514-3
5648,보사노인복지센터,서울시  서울특별시 마포구 서교동 464-43
5649,신내데이케어센터,서울시중랑구 신내동 771-1 (신내노인종합복지관)
5650,동원데이케어센터,서울시  제기동 880
5651,동대문실버데이케어센터,서울시  제기2동 220
5652,광진어르신데이케어센터,서울시  구의2동 30-25
5653,광진노인데이케어센터,서울시  자양2동 678번지
5654,서울숲데이케어센터,서울시  성수동1가 685-54
5655,신용산데이케어센터,서울시  원효로1가 38-3
5656,강남노인요양센터,서울시강남구 개포동 1239-10
5657,마추미강동실버케어,서울시강동구 암사동 507-4. 3층
5658,번영,서울시  흑석동64-13
5659,삼호그린아파트,서울시  사당5동 1138
5660,대방중앙,서울시  대방동 407-78
5661,대방e편한아파트,서울시  대방동508
5662,관악현대(아)경로당,서울시  봉천동 1000
5663,반포자이(아),서울시  반포20-43
5664,레미안안퍼스티지시니어클,서울시  반포18-1
5665,우성9차아파트,서울시  개포1동 651-1
5666,현대1차아파트,서울시  개포1동 653
5667,이화,서울시  개포2동 181
5668,주공4단지아파트,서울시  개포2동189
5669,주공6단지아파트,서울시  개포2동185
5670,가람아파트,서울시  일원본동 735
5671,현대(아)경로당,서울시 강남구  일원동 690-2
5672,대우유로카운티아파트,서울시  청담동 50-5
5673,금호어울림,서울시 송파구 마천1동319
5674,비석거리,서울시  가락본동85
5675,흥이,서울시  가락본동14
5676,파인타운2단지,서울시  장지동택지지구2단지
5677,잠실리센츠,서울시  잠실동22
5678,현대 A 4차,서울시  둔촌동89
5679,큰사랑라이프케어 주야간보호센터,서울시강남구 신사동 519-4
5680,호선데이케어센터,서울시강서구 발산동 746
5681,전인복지센터,서울시마포구 대흥동 12-74
5682,장위노인복지센터,서울시성북구 장위동 238-19
5683,은빛노인요양전문기관,서울시송파구 마천동 5-16
5684,신당데이케어센터,서울시중구 신당동 337-6
5685,두레데이케어센터,서울시중랑구 신내동 537-3
5686,앤디스하우스,서울시서대문구 연희동 125번지 11호
5687,노인낙원은파복지사업소,서울시서초구 서초동 1471번지 9호
5688,실버캐슬요양타운,서울시양천구 신월동 982번지 5호 
5689,우리모두재가노인지원센터,서울시  이화동 90-11
5690,도봉재가노인지원센터,서울시  방학동 446-13
5691,열방종합노인복지센터,서울시강북구 번제3동 267번지
5692,효심노인복지센터,서울시강북구 수유제1동 482번지 65호 지층
5693,강서가정봉사노인복지센터,서울시강서구 화곡제1동 110번지 10호 2층
5694,섬김가정봉사원파견센터,서울시강서구 염창동 272번지 13호
5695,한마음방문요양센터,서울시강서구 화곡본동 24번지 571호 2층
5696,희망노인복지센터,서울시강서구 화곡제5동 1061번지 25호 1층
5697,모두케어방문요양복지센터,서울시강서구 우장산동 672번지 7호
5698,서울인애노인복지센터,서울시광진구 화양동 32번지 12호
5699,고척노인복지센터,서울시구로구 고척제2동 194번지 27호
5700,국제실버센터,서울시금천구 독산제2동 1070번지 2호
5701,태릉가정봉사원파견센터,서울시노원구 공릉 1.3동 680번지 10호
5702,새서울노인복지센터,서울시노원구 상계2동 323번지 9호
5703,치현,서울시  방화1동 823-1
5704,고척파크푸르지오아파트,서울시  고척2동339
5705,중앙하이츠빌라,서울시  시흥동1005
5706,우성4차,서울시  신길동 170-7
5707,노량진1동,서울시  노량진1동 224-6
5708,사당휴먼시아,서울시  사당4동1154
5709,우성아파트,서울시  신대방1동 565
5710,낙천대현대(아)경로당,서울시  봉천동181-6
5711,신림쌍용(아)경로당,서울시  신림동1686
5712,신림푸르지오(아)경로당,서울시  신림동1730
5713,삼성산주공(아)경로당,서울시  신림동1714
5714,서초삼성래미안,서울시 서초구 서초1641-1
5715, 목양 청노대학 ,서울시 강동구  성내1동 120-65 
5716,구립장수춤신바람,서울시 강동구  천호동302-4(구천호4동청사) 
5717,장미,서울시 송파구  신천동7-5 
5718,청담시니어아카데미,서울시 강남구 청담동 63-19
5719,대한적십자사 서울특별시지사강북 도봉적십자 봉사관,서울시  강북 수유5동 47-3
5720,사단법인 상록회,서울시마포구 합정동 독막길333 성동빌딩 501호
5721,사단법인 사랑채,서울시종로구 인사동 110
5722,은빛샘,서울시종로구 견지동 74-2
5723,사단법인 관악 사회복지,서울시관악구 신림1동 1631-19   
5724,한국소리마을복지센터(구,서울시 nan nan
5725,사랑의복지회,서울시구로구 구로5동 39821   
5726,한우물봉사단,서울시종로구 익선동 166-14   
5727,한국노인복지전문가협의회,서울시중구 충무로4가 130-2(진양프라자 4-406)  
5728,시립서부노인전문요양센터,서울시마포구 성산동368-2
5729,테스트,서울시  테스트
5730,서초구립 방배노인종합복지관,서울시서초구 방배동 455-11
5731,테스트. 테스트,서울시 test test
5732,강동노인대학,서울시 강동구 천호동 41 구민회관 2층
5733,돌마을,서울시 송파구  삼전동 172-3 
5734,성요셉아카데미,서울시 강남구 대치동 933
5735,작은사랑회,서울시강북구 수유1동 49-7
5736,안암사회봉사단,서울시성북구 종암1동 29-26(503호)   
5737,난곡노인쉼터,서울시관악구 신림7동 670-44   
5738,난곡노인복지회,서울시관악구 신림7동 678-20 신림7동 새마을금고3층 
5739,한국주례전문인협회 서울시지회,서울시중구 신당4동 333-111   
5740,에스·티 효림원,서울시서대문구 충정로3가 1-39   
5741,곰두리차량봉사대,서울시영등포구 여의도동 맨하탄빌딩 1101  
5742,한국곰두리복지회,서울시구로구 고척2동 256-31   
5743,나눔의둥지,서울시 은평구 서울특별시 은평구 대조동 219-33 지층 
5744,다우리봉사회,서울시영등포구 신길6동 3741-41   
5745,사랑과행복나눔회,서울시서초구 서초2동 1362-14   
5746,노년기희망봉사단,서울시중구 태평로 2가 341-2 태양빌딩 5층
5747,고향을 사랑하는 모임,서울시강서구 화곡동 1051-26 영빌딩5층  
5748,원서경로당,서울시종로구 원서동 83
5749,충신경로당,서울시종로구 충신동 189-2
5750,삼성아파트,서울시종로구 평창동 72
5751,마로니에경로당,서울시종로구 동숭동 129-77
5752,연건경로당,서울시종로구 연건동 59-2
5753,이촌2동할아버지,서울시용산구 이촌동 395
5754,강변건영(아),서울시성동구 성수동1가 710
5755,두산위브(아),서울시성동구 성수동2가 838
5756,성 삼,서울시성동구 성수동2가 299-240
5757,경동할머니,서울시성동구 성수동2가 302-20
5758,경 동,서울시성동구 성수동2가 301-27
5759,금호(아),서울시성동구 성수동2가 832
5760,성수2차 우방(아),서울시성동구 성수동2가 286
5761,송 일,서울시성동구 송정동 73-1084
5762,용답 1,서울시성동구 용답동 19-8
5763,유 정,서울시성동구 옥수동100 옥수하이츠@
5764,무악경로당,서울시종로구 무악동 69-3
5765,종로56가동경로당,서울시종로구 효제동 173-2
5766,숭인1상록경로당,서울시종로구 숭인동 55-2
5767,이화경로당,서울시종로구 이화동 9-264
5768,낙산등우회경로당,서울시종로구 동숭동 50-153
5769,쌍용A1단지경로당,서울시종로구 창신3동 702
5770,평창경로당,서울시종로구 평창동 235-2
5771,창인경로당,서울시종로구 창신동 617
5772,종로센트레빌경로당,서울시종로구 종로구 숭인동 2-1 종로센트레빌 아파트 내
5773,인왕산아이파크경로당,서울시종로구 무악동 60
5774,광 희,서울시중구 광희1가 252
5775,신당5할머니,서울시중구 신당동 163-10
5776,신당6동,서울시중구 신당동 50-12
5777,신당6현대@,서울시중구 신당동 840
5778,삼성사이버,서울시중구 중림동 200
5779,롯데캐슬베네치아,서울시중구 황학동 2545 롯데캐슬 103동 7층
5780,중림래미안,서울시중구 중림동 200
5781,보 광,서울시용산구 보광동 385
5782,효원,서울시용산구 원효로1가 108-38
5783,이태원대림(아),서울시용산구 이태원동 729
5784,한남시범(아),서울시용산구 한남동 1-387
5785,신동아(아),서울시용산구 서빙고동 241-21
5786,일 심,서울시용산구 한남동 732-23
5787,활터골,서울시용산구 후암동 406-43
5788,삼 오,서울시용산구 한강로 3가 45-7
5789,이태원중부,서울시용산구 이태원동 286-1
5790,원효1동,서울시용산구 원효로 1가 25
5791,한 일,서울시용산구 한남동 684-5
5792,남 영,서울시용산구 남영동 108-3
5793,한강로2가,서울시용산구 한강로 3가 63-379
5794,한강로3가,서울시용산구 한강로 3가 40-1
5795,서계제1,서울시용산구 서계동 259-2
5796,청 심,서울시용산구 원효로 4가 136-1
5797,갈 월,서울시용산구 갈월동 23-1
5798,이촌1동2,서울시용산구 이촌동 301-147
5799,청파2,서울시용산구 청파 2가 35-20
5800,북한강(아),서울시용산구 이촌동 208-3
5801,보광삼성리버빌,서울시용산구 보광동151
5802,유신,서울시용산구 보광동 93-1
5803,파크자이,서울시용산구 한강로1가 50-1
5804,매봉,서울시용산구 한남동 726-250
5805,금호베스트빌(아) 제1,서울시성동구 하왕십리동 1052
5806,풍림경로당,서울시성동구 하왕십리동 1061풍림(아)
5807,행당한진(아)제2,서울시성동구 행당동 328-1
5808,흰돌노인요양센터3호점,서울시강동구 성내동 440. 5층
5809,정원실버요양원,서울시강동구 길동 333-6(4층)
5810,햇살노인요양공동생활가정,서울시강북구 수유동 168-50 3층
5811,참사랑실버케어,서울시강서구 화곡동 970-2
5812,성모실버센터,서울시강서구 화곡동 775-5
5813,시니어스하우스,서울시강서구 화곡동 152-11
5814,한보리노인요양센타,서울시관악구 신림7동 667-78 태성빌딩 3층
5815,광진좋은너싱홈,서울시광진구 중곡동 123-6
5816,동부참사랑요양원,서울시광진구 화양동 24-17
5817,강변워커힐케어센터,서울시광진구 광장동 148-11
5818,The CLASSIC 500,서울시광진구 자양동  227-342
5819,청담노인복지센터,서울시금천구 시흥2동 241-7
5820,로뎀복지요양원,서울시금천구 시흥동 995-14
5821,참조은요양원,서울시금천구 독산동 331-39
5822,행복한노인복지센터,서울시노원구 상계1동 1019-6
5823,러빙케어,서울시노원구 상계동 581-2 센트럴타워207호
5824,노원실버센터 그룹홈1,서울시노원구 공릉동 323-15
5825,노원행복한 요양원,서울시노원구 상계동 434-49 우림빌딩4층
5826,노블레스2,서울시노원구 상계동 169-75
5827,한일복지경영협의회,서울시강남구 도곡동 967-4번지 태강빌딩 201
5828,다사랑 노인요양원,서울시도봉구 창5동 700-8
5829,아현데이케어센터(아현노인복지센터),서울시마포구 아현동 85-108
5830,구세군홍제동데이케어센터,서울시서대문구 홍제3동 7-31
5831,행복창조데이케어센터,서울시은평구 응암3동 125-10번지
5832,행복한노인복지센터,서울시 강북 서울시 강북구 송중동 87-54 청우빌딩 6층
5833,노원실버센터데이케어센터,서울시노원구 공릉1동 323-15
5834,중계데이케어센터,서울시노원구 중계4동 358
5835,도봉데이케어센터,서울시도봉구 아람길 50-1 (도봉노인종합복지관)
5836,이태원북부,서울시용산구 이태원동 255-2
5837,강북데이케어센터,서울시강북구 인수동 122 (강북노인복지관)
5838,정릉데이케어센터,서울시성북구 정릉2동674-45
5839,마하나임데이케어센터,서울시성북구 성북동 91번지
5840,청라수 주야간 보호센터,서울시송파구 가락본동 50-6 가락골75 2층
5841,애린실버,서울시서대문구 연희동 87-13
5842,가람노인복지센터,서울시 구로구 서울특별시 구로구 개봉동 459-10
5843,참사랑노인복지센터,서울시 강서구 서울특별시 강서구 화곡1동 347-4 한양빌딩 4층
5844,우리사랑노인복지센터,서울시  서울특별시 동대문구 휘경1동 194-83
5845,전인복지센터,서울시  서울특별시 마포구 노고산동 12-74
5846,구립 영등포노인복지센터,서울시  서울특별시 영등포구 양평동3가 36번지
5847,용산노인복지센터,서울시  서울특별시 용산구 한강로2가 2-11 한강대우아이빌 712호
5848,행복창조노인복지센터,서울시  서울특별시 은평구 응암3동 125-10
5849,중화데이케어센터,서울시중랑구 중화동 37-4 (구립중화경로복지관)
5850,광진노인종합복지관 병설 광진데이케어센터,서울시  군자동 364-15
5851,구립용산노인데이케어센터,서울시  효창동 3-306
5852,장안,서울시  서초1697-18
5853,래미안서초스위트,서울시  서초1301-6
5854,경남아파트,서울시  개포1동 646-1
5855,대룡,서울시  개포1동 141 주공1단지 복합상가 2층
5856,주공1단지아파트,서울시  개포1동 660-4
5857,개포,서울시  개포2동 169-3
5858,대룡경로당,서울시 강남구  개포1동 141 주공1단지가 상가2층
5859,주공2단지아파트,서울시  개포2동 140
5860,역삼럭키(아)경로당,서울시 강남구 도곡동 963
5861,래미안삼성2차)경로당,서울시 강남구  삼성2동 7-3
5862,강남상가아파트,서울시  신사동510-11
5863,대치2단지,서울시  개포동 12번지
5864,가락쌍용3차,서울시  가락본동53
5865,개농,서울시  가락2동198
5866,파인타운3단지,서울시  장지동택지지구3단지
5867,강일1단지,서울시  강일동665
5868,강일10단지,서울시  강일동695
5869,강일7단지,서울시  강일동686
5870,강일8단지,서울시  강일동701
5871,노인낙원은파케어센터,서울시서초구 방배동 901-19
5872,실버캐슬요양센터,서울시중랑구 묵동180-55
5873,정훈노인복지센터,서울시강북구 미아동 7번지 9호
5874,푸른요양원,서울시강북구 인수동 47번지 11호
5875,노블레스단기보호센터,서울시노원구 상계동 401-17 
5876,용산재가노인지원센터,서울시  한강로2가 2-11
5877,공릉재가노인지원센터,서울시  공릉3동 323-15
5878,구립 영등포재가노인지원센터,서울시  양평동3가 30
5879,가람재가노인지원센터,서울시  개봉본동 459-10
5880,명화데이케어센터,서울시강남구 수서동 707번지
5881,서울중앙가정봉사파견센터,서울시강북구 송중동 49번지 29호 14통 8반 록일빌딩 4층
5882,효노인복지센터,서울시강북구 번제3동 309번지 2층
5883,한마음소규모방문요양센터,서울시강서구 화곡본동 58번지 11호 지하1층
5884,오 복,서울시용산구 보광동 217-10
5885,아가페재가복지센터,서울시노원구 상계3.4동 48번지 20호
5886,동작노인복지센터,서울시동작구 노량진제1동 25번지 13호 203호
5887,성산노인복지센터,서울시동작구 상도제4동 210번지 9호
5888,서부가정봉사원파견센터,서울시서대문구 홍제제1동 356번지 20호
5889,중앙가정봉사원파견센터,서울시서대문구 충현동 31번지 12호
5890,중앙소규모요양시설,서울시서대문구 충현동 31번지 11호
5891,다정노인복지센터,서울시성동구 용답동 87번지 2호
5892,명성노인복지센터,서울시성북구 정릉제1동 175번지 19호
5893,엘림노인복지원,서울시송파구 거여1동 23번지 7호 2층
5894,수실버간호센터,서울시송파구 마천2동 75번지 7호
5895,소망방문요양복지센터,서울시영등포구 양평제2동 105번지 2호
5896,구립영등포노인복지센터,서울시영등포구 양평제1동 36번지
5897,신용산데이케어센터,서울시용산구 원효로제1동 38번지 3호
5898,행복창조노인복지센터,서울시은평구 응암제3동 125번지 10호
5899,호암마을재가노인복지센터,서울시은평구 진관동 250번지
5900,방화삼성(아),서울시  방화1동857
5901,청솔(아),서울시  방화3동 832
5902,능말,서울시  방화3동 811-15
5903,구로4동경남아너스빌,서울시  구로4동1285
5904,신대림한솔솔파크,서울시  대림동 650
5905,도심한라,서울시  도림동231-1
5906,신남성,서울시  사당2동 
5907,봉천동아임대(아)2단지,서울시  봉천동1703-1
5908,서초캐슬리버티,서울시  서초캐슬리버티
5909,우성3차아파트,서울시  개포동652
5910,주공3단지아파트,서울시  개포2동 138
5911,참 좋은 사람들,서울시서초구 방배동 450-24 천일빌딩 302호 
5912,대한불교 조계종직할 조계사청년회,서울시종로구 견지동 45번지 조계사 내 
5913,사회복지아카데미,서울시마포구 노고산동 12-74   
5914,21세기 실버포럼,서울시중구 묵정동 18-27 대학문화원 405호 
5915,한국씨니어연합,서울시서초구 서초1동 1601-2(그린빌 오피스텔 1104호) 
5916,사단법인 대한노인회서울특별시연합회,서울시용산구 효창동 255번지   
5917,사단법인 한국연예인한마음회,서울시강남구 신사동 523-13   
5918,(사)대한노인회성동구지회,서울시성동구 마장동 520-9   
5919,인테리어 25시 봉사단,서울시영등포구 당산동 3가 229-1 형제빌딩 3층
5920,사랑터,서울시종로구 명륜3가 153-7   
5921,아브라함,서울시 마포구 성산동200-7
5922,성산동백삼위,서울시 마포구 성산동648-7
5923,나사렛,서울시 마포구 상암동648-7
5924,성결,서울시 마포구 신수동200-1
5925,노인성지,서울시 마포구 서교동 340-23
5926,천주교고척동교회부설 고척노인교실,서울시 구로구 고척동156-2
5927,구로동교회,서울시 구로구 구로본동503-10
5928,광진교실,서울시 구로구 개봉동294-7
5929,천주교구로3동교회,서울시 구로구 구로동265-1
5930,백삼노인교실,서울시 구로구 개봉2동 258-3 천주교 개봉동 교회 내
5931,시흥,서울시 금천구 시흥동826-8
5932,도림,서울시 영등포구 도림동205-24
5933,양평2동,서울시 영등포구 양평동4가 238-1
5934,강남,서울시 동작구 노량진동222-73
5935,구암노인교실,서울시 관악구 봉천동 480-85
5936,반석,서울시 관악구 봉천동1565-3 반석교회내
5937,인애,서울시 관악구 신림동706-112 인애교회 내
5938,남문,서울시 관악구 봉천동14-7 
5939,남부,서울시 관악구 신림동481-7 남부교회내
5940,은천,서울시 관악구 신림5동 1417-1 봉천1동 천주교회 내
5941,천주교봉천동교회,서울시 관악구 봉천10동 41-857 천주교봉천동교회 내
5942,관악시조,서울시 관악구 봉천동14-4
5943,서초노인,서울시 서초구 양재동 13-9
5944,중구노인교실(기존),서울시 중구 신당1동 393-9
5945,이태원성당상아탑,서울시 용산구  소방서길32 
5946,세광교회,서울시 용산구  이태원동 252-15 
5947,상록대학,서울시 용산구  한강로1가 305 
5948,광진,서울시 광진구 광장동 286-5
5949,동성,서울시 광진구 노유동6-11
5950,동안,서울시 동대문구 이문동346-99 동안교회
5951,서부중앙교회로뎀,서울시 은평구 불광동484-221
5952,성모성심,서울시 은평구 응암동228-2
5953,역촌교회평생교육원,서울시 은평구 역촌동8-1
5954,고은,서울시 서대문구 홍제동449-1
5955,매 봉,서울시성동구 옥수동 553-24
5956,옥수삼성(아),서울시성동구 옥수동 250 삼성@
5957,동아(아),서울시성동구 성수동1가 656-320
5958,성수현대그린(아),서울시성동구 성수동1가 33-2
5959,한강한신(아),서울시성동구 성수동2가 442
5960,성수1차대우(아),서울시성동구 성수동2가 297-50
5961,성수아이파크(아),서울시성동구 성수동2가 834
5962,성수롯데캐슬파크(아),서울시성동구 성수동2가 835
5963,송정동,서울시성동구 송정동 72-37
5964,송정동건영(아),서울시성동구 송정동 90
5965,용답 2,서울시성동구 용답동 83-5
5966,중앙하이츠(아),서울시성동구 용답동 15 중앙하이츠(아)
5967,온고회경로당,서울시종로구 창신동 산6-25
5968,롯데아파트경로당,서울시종로구 평창동 72
5969,힐스테이트경로당,서울시종로구 숭인동 766
5970,남대문5가,서울시중구 남대문5가 548
5971,묵 정,서울시중구 충무로5가 21
5972,을 지,서울시중구 을지4가 178-1
5973,동아그린(아),서울시용산구 이촌동 411
5974,한남현대홈타운,서울시용산구 한남동 807
5975,청화아파트,서울시용산구 이태원동 22-2
5976,한강대우,서울시용산구 이촌동 416
5977,도원삼성레미안,서울시용산구 도원동 23
5978,한강우람,서울시용산구 한강2가 296-1
5979,보광종점,서울시용산구 보광동 217-32
5980,우사단,서울시용산구 보광동 265-545
5981,신 계,서울시용산구 원효로2가 77-10
5982,한마음,서울시용산구 용산동 5가 2-4
5983,세 방,서울시용산구 신창동 102
5984,한가람,서울시용산구 이촌동 301-16
5985,보광제1,서울시용산구 보광동 216-67
5986,용 암,서울시용산구 용산 2가 46-6
5987,용답 3,서울시성동구 용답동 135-19
5988,무 학,서울시성동구 하왕십리동 987-124
5989,일 심,서울시성동구 하왕십리동 989-49
5990,한신무학(아),서울시성동구 하왕십리동 990
5991,무학현대(아),서울시성동구 하왕십리동 992
5992,왕십리제2,서울시성동구 하왕십리동 1015-11
5993,강변동양(아),서울시성동구 성수동1가 479-1
5994,한양현대(아),서울시성동구 성수동1가 707
5995,금호베스트빌(아)모아,서울시성동구 하왕십리동 1053
5996,행당두산위브(아),서울시성동구 행당동 375
5997,도 선 동,서울시성동구 홍익동 310-11
5998,마장제3,서울시성동구 마장동 497-3
5999,마장제4,서울시성동구 마장동 520-9
6000,세림(아),서울시성동구 마장동 784
6001,현대(아),서울시성동구 마장동 818
6002,신성(아),서울시성동구 마장동 822
6003,마장대성유니드(아),서울시성동구 마장동 825
6004,일 송,서울시성동구 마장동 831
6005,마장중앙하이츠(아),서울시성동구 마장동 819
6006,사근제1,서울시성동구 사근동 200-9
6007,하이츠(아),서울시성동구 사근동 199
6008,사근제3,서울시성동구 행당동 1-125 가동201호
6009,상 봉,서울시성동구 응봉동 265-305
6010,강남구립 논현노인종합복지관,서울시강남구 논현1동 125-13
6011,강동노인복지관치매요양원,서울시강동구 명일동 48번지 10호 강동노인종합복지관 5층 
6012,민영요양센터,서울시강북구 송천동 703-13 5층
6013,효심노인요양공동생활가정,서울시강북구 수유1동 482-65 2층
6014,e-포근한노인요양공동생활가정,서울시강북구 미아동 189-6 3층
6015,한마음요양원,서울시강서구 화곡동 24-571 6층
6016,한사랑요양원,서울시강서구 화곡동 372-18
6017,요안나복지센터,서울시강서구 화곡동 73-49
6018,햇살요양원,서울시강서구 등촌동 700
6019,행복의집 신림센터,서울시관악구 신사동 487-7 미성빌딩 6층
6020,사랑나눔요양센터,서울시관악구 신림동 570-2
6021,예지실버요양센터,서울시광진구 구의동 596-6
6022,광진노인요양센터,서울시광진구 군자동 364-15 4층
6023,가족사랑대자연요양센터,서울시광진구 광장동 148
6024,가나안사랑의 집,서울시구로구 오류동 38-2
6025,행복요양원,서울시구로구 오류동 38-1
6026,좋은인연,서울시성북구 안암동5가 8 (B1)
6027,시온성복지회,서울시중구 북창동 89 도서빌딩 구관302호
6028,건양복지,서울시중구 광희동2가 17번지
6029,실버디버션센터,서울시종로구 연건동 195-11
6030,그린요양원(2호점),서울시도봉구 방학1동 680-1 이정빌딩2층
6031,선한요양원2호점,서울시도봉구 쌍문2동 656
6032,쌍문 행복실버요양원,서울시도봉구 쌍문2동 708-10
6033,서대문노인종합복지관 병설 서대문데이케어센터,서울시서대문구 천연동 117-3
6034,은평신사데이케어센터,서울시은평구 신사동 29-122
6035,인덕데이케어센터,서울시은평구 진관동 250번지
6036,은평노인종합복지관 병설 은평데이케어센터,서울시은평구 진관동 156-6 (연서로 424-1)  
6037,상계데이케어센터,서울시노원구 평화7길 2골목23
6038,창동데이케어센터,서울시도봉구 창동길 147
6039,방아골데이케어센터,서울시도봉구 방학2동 396-19
6040,도봉실버데이케어센터,서울시도봉구 시루봉실 133 (방학동 441-1)
6041,길음데이케어센터,서울시성북구 길음2동 905 길음복지관 2층
6042,실버홈애린,서울시마포구 성산1동 617-3
6043,장안정데이케어센터,서울시  장안1동 429-3 성안빌딩 2층
6044,동대문노인종합복지관 부설 구립데이케어센터,서울시  청량리 203-1 홍릉문화복지센터 3층
6045,희망노인데이케어센터,서울시  답십리동 257-7
6046,영화데이케어센터,서울시  중곡동 612-6 양지빌딩 5-6층
6047,정수데이케어센터,서울시  옥수동 204-8 (한림말길 16-5)
6048,성동노인종합복지관 병설 성동데이케어센터,서울시  마장동 태양길 1
6049,강남유명요양원,서울시강남구 일원동 641-4 5층
6050,강동실버사랑,서울시강동구 암사동 472번지 19호 
6051,흰돌노인요양센터1호점,서울시강동구 성내동 440. 5층
6052,주공8단지아파트,서울시  일원동611
6053,주공9단지아파트,서울시  일원동688
6054,세심,서울시  논현동 189-10  201호
6055,수서4단지(아)경로당,서울시 강남구  수서동 718-2
6056,현대아파트,서울시  압구정동369-1(압구정주민센터2층)
6057,성보아파트,서울시  역삼2동709
6058,삼성청담공원아파트,서울시  청담동 60
6059,우방(아),서울시 송파구 마천2동576
6060,대림,서울시  방이1동217
6061,가락시영2차,서울시  가락1동479
6062,강일2단지,서울시  강일동668
6063,강일4단지,서울시  강일동673
6064,케어콜주야간보호센터,서울시강서구 화곡동 913-3
6065,번동노인단기보호센터,서울시강북구 번동 241번지
6066,행복창조재가노인지원센터,서울시  응암3동 125-10
6067,효림재가노인지원센터,서울시  충정로3가 1-38
6068,아비스노인복지센터,서울시강남구 대치제4동 907번지 한협빌딩 4층호 
6069,공릉방문요양센터,서울시노원구 공릉1.3동 323번지 18호
6070,북부가정봉사원파견센터,서울시노원구 상계5동 456번지 26호
